city_id	jobs	households	population	res_units	non_res_sqft	land_value	buildings	occupied_res_units	sf_res_units	sqft
120.0	9749.0	8001.0	20629.0	8618.0	6521044.0	729697886.0	5763.0	8001.0	5643.0	152182111.0
121.0	622.0	64.0	175.0	65.0	44432.0	7455173.0	64.0	64.0	62.0	6971783.0
122.0	320.0	1647.0	4956.0	1790.0	50049.0	108428173.0	1684.0	1647.0	1664.0	44070368.0
123.0	3137.0	2340.0	5920.0	2506.0	2250300.0	171553443.0	2320.0	2340.0	2259.0	66102924.0
124.0	51.0	213.0	558.0	306.0	0.0	8519083.0	179.0	213.0	179.0	13159992.0
125.0	130.0	600.0	1785.0	692.0	15093.0	51881099.0	577.0	600.0	568.0	31967253.0
126.0	637.0	548.0	1435.0	620.0	500894.0	34590874.0	568.0	548.0	561.0	31129787.0
127.0	1628.0	5049.0	15527.0	5487.0	644406.0	404542293.0	5154.0	5049.0	5097.0	104740786.0
128.0	263.0	811.0	2107.0	869.0	184624.0	34570917.0	744.0	811.0	738.0	22461999.0
129.0	855.0	1187.0	3251.0	1387.0	821698.0	86307178.0	1209.0	1187.0	1164.0	54122311.0
130.0	151.0	111.0	291.0	145.0	88627.0	6836426.0	64.0	111.0	64.0	15626279.0
131.0	25.0	85.0	201.0	91.0	29033.0	4784722.0	106.0	85.0	106.0	4591482.0
132.0	3555.0	56.0	183.0	57.0	2852584.0	104873190.0	246.0	56.0	244.0	33209766.0
133.0	0.0	92.0	226.0	107.0	0.0	4009389.0	58.0	92.0	55.0	8481569.0
134.0	3293.0	0.0	0.0	0.0	3445822.0	327479104.0	43.0	0.0	43.0	50220760.0
135.0	12.0	167.0	446.0	215.0	0.0	13754591.0	130.0	167.0	130.0	25514309.0
136.0	0.0	0.0	0.0	0.0	0.0	5013913.0	0.0	0.0	0.0	5039471.0
137.0	1.0	37.0	91.0	40.0	4360.0	2300815.0	30.0	37.0	28.0	27478082.0
139.0	12763.0	6388.0	16564.0	7003.0	8067964.0	643797046.0	4991.0	6388.0	4922.0	148653818.0
1.0	922.0	2617.0	6611.0	2755.0	615598.0	275640912.0	2334.0	2617.0	2292.0	58644448.0
2.0	38502.0	23596.0	60745.0	26346.0	35964539.0	1509291684.0	15119.0	23596.0	13672.0	683027700.0
3.0	22881.0	45354.0	127118.0	48953.0	9079211.0	6964260859.0	47772.0	45354.0	47548.0	45768604944.0
4.0	26873.0	9904.0	24794.0	10741.0	17998962.0	955239156.0	6304.0	9904.0	6029.0	233889021.0
5.0	17837.0	21511.0	52300.0	23408.0	9504741.0	1978268350.0	17112.0	21511.0	16438.0	261146157.0
6.0	5029.0	16555.0	44472.0	18417.0	2588666.0	1020261165.0	13713.0	16555.0	13525.0	272113873.0
7.0	63659.0	42912.0	111118.0	47107.0	61221992.0	596259216.0	24720.0	42912.0	23958.0	806072949.0
8.0	43660.0	7480.0	18127.0	8160.0	30565233.0	1150737944.0	4446.0	7480.0	4200.0	199442207.0
9.0	487626.0	286525.0	589269.0	310493.0	265491636.0	30357550147.0	171283.0	286525.0	153726.0	1757333047.0
10.0	194.0	211.0	582.0	238.0	156628.0	17489363.0	192.0	211.0	186.0	20909764.0
11.0	5706.0	6800.0	17512.0	7967.0	3549912.0	346238247.0	4635.0	6800.0	4199.0	72331194.0
12.0	56582.0	36866.0	89735.0	41281.0	33368534.0	2765116732.0	23214.0	36866.0	22290.0	539379601.0
13.0	127947.0	53222.0	127672.0	57836.0	62599031.0	7365517007.0	33204.0	53222.0	32444.0	749816797.0
14.0	38894.0	34538.0	80831.0	37774.0	19949882.0	3510743693.0	22621.0	34538.0	21757.0	391779726.0
15.0	76343.0	22364.0	53461.0	25019.0	36623248.0	2441473490.0	11945.0	22364.0	11638.0	385650724.0
16.0	5100.0	5803.0	17402.0	6420.0	2943713.0	369911156.0	5821.0	5803.0	5803.0	141919553.0
17.0	5052.0	4884.0	12307.0	5535.0	3715108.0	280833598.0	3916.0	4884.0	3668.0	152814192.0
18.0	6247.0	12088.0	29502.0	13117.0	3860536.0	584628460.0	7972.0	12088.0	7599.0	144288087.0
19.0	7521.0	8952.0	22838.0	9819.0	3101701.0	2890898540.0	7499.0	8952.0	7379.0	139862255.0
20.0	30673.0	33854.0	86892.0	37537.0	17901474.0	1756313345.0	20488.0	33854.0	19584.0	504243564.0
21.0	6114.0	15224.0	45839.0	16409.0	2484289.0	1658094465.0	14140.0	15224.0	14108.0	411817562.0
22.0	20074.0	12621.0	30111.0	13709.0	11151915.0	1290493733.0	7048.0	12621.0	6742.0	263202055.0
23.0	12712.0	19311.0	47536.0	21042.0	8156505.0	1153920310.0	13551.0	19311.0	12793.0	224400922.0
24.0	89.0	91.0	315.0	110.0	23187.0	18213263.0	88.0	91.0	87.0	32740944.0
25.0	1757.0	7075.0	20145.0	7672.0	858175.0	382956593.0	6013.0	7075.0	5962.0	152900847.0
26.0	4128.0	7913.0	20336.0	8541.0	2369063.0	732354926.0	6366.0	7913.0	6222.0	147489123.0
27.0	1331.0	2288.0	6752.0	2565.0	643937.0	175068355.0	2143.0	2288.0	2112.0	78821526.0
28.0	13575.0	9546.0	23027.0	10320.0	6859467.0	736728018.0	5822.0	9546.0	5568.0	159152015.0
30.0	12169.0	4828.0	11774.0	5593.0	8445552.0	557853175.0	3410.0	4828.0	3300.0	132435075.0
31.0	1885.0	944.0	2674.0	1019.0	2574752.0	80591657.0	914.0	944.0	865.0	29652573.0
32.0	3395.0	3180.0	8455.0	3619.0	2224509.0	318262854.0	2671.0	3180.0	2590.0	131920955.0
33.0	2001.0	5145.0	13183.0	5500.0	732716.0	565022541.0	4607.0	5145.0	4547.0	81030549.0
34.0	220.0	1083.0	3169.0	1194.0	58139.0	121379038.0	1044.0	1083.0	1006.0	46052555.0
35.0	553.0	1544.0	4286.0	1667.0	263780.0	161982919.0	1465.0	1544.0	1449.0	179141412.0
36.0	0.0	2.0	7.0	2.0	0.0	224744.0	2.0	2.0	2.0	266690.0
37.0	3571.0	3744.0	11202.0	4082.0	2623051.0	357789840.0	3476.0	3744.0	3440.0	222272946.0
38.0	937.0	3236.0	8518.0	3389.0	681963.0	213240159.0	2652.0	3236.0	2645.0	79549252.0
39.0	862.0	2291.0	6342.0	2512.0	443508.0	81317473.0	1535.0	2291.0	1391.0	41639821.0
40.0	9.0	7.0	18.0	8.0	0.0	518547.0	8.0	7.0	8.0	2278550.0
41.0	726.0	1069.0	3057.0	1127.0	284480.0	364892484.0	1138.0	1069.0	1135.0	22921381.0
42.0	3513.0	7607.0	21992.0	8398.0	1521900.0	476384234.0	7611.0	7607.0	7587.0	144910690.0
43.0	1883.0	3945.0	10289.0	4293.0	1178962.0	385580990.0	3167.0	3945.0	3145.0	106604351.0
44.0	1247.0	3887.0	11388.0	4413.0	342874.0	349290897.0	2888.0	3887.0	2872.0	70697494.0
45.0	134.0	64.0	187.0	74.0	0.0	4695328.0	69.0	64.0	69.0	6755734.0
47.0	104.0	416.0	1117.0	445.0	3475.0	237510953.0	438.0	416.0	437.0	8698760.0
48.0	47.0	197.0	556.0	238.0	918.0	321227980.0	238.0	197.0	238.0	6922881.0
50.0	451.0	1126.0	3107.0	1240.0	224242.0	815058932.0	1241.0	1126.0	1240.0	34057390.0
51.0	19.0	116.0	313.0	120.0	0.0	32955615.0	120.0	116.0	119.0	1500338.0
52.0	70.0	121.0	261.0	132.0	118973.0	3047934.0	155.0	121.0	153.0	7712744.0
46.0	126.0	889.0	2452.0	967.0	457924.0	86782336.0	869.0	889.0	863.0	58054809.0
54.0	17.0	363.0	883.0	534.0	53311.0	20022600.0	256.0	363.0	252.0	11586151.0
55.0	624.0	694.0	1909.0	792.0	463938.0	48263069.0	731.0	694.0	710.0	35308870.0
57.0	10.0	350.0	945.0	381.0	12030.0	17150942.0	330.0	350.0	327.0	4945335.0
58.0	5.0	8.0	24.0	10.0	9752.0	3091684.0	32.0	8.0	32.0	2252944.0
60.0	46.0	187.0	460.0	240.0	9692.0	3716197.0	120.0	187.0	59.0	1535201.0
61.0	61.0	295.0	765.0	320.0	0.0	19452371.0	293.0	295.0	289.0	8159841.0
62.0	0.0	24.0	57.0	24.0	0.0	1139172.0	24.0	24.0	24.0	142828.0
63.0	16214.0	38234.0	103730.0	42093.0	3791816.0	4070068981.0	39418.0	38234.0	39152.0	7839049572.0
64.0	6922.0	4772.0	11906.0	5305.0	1731560.0	211116298.0	4283.0	4772.0	4069.0	245163715.0
65.0	29462.0	15310.0	34791.0	17003.0	6168649.0	628643417.0	11943.0	15310.0	10414.0	720426378.0
66.0	1512.0	4195.0	10036.0	4528.0	458256.0	143765656.0	4023.0	4195.0	3892.0	110972027.0
67.0	2839.0	5489.0	14298.0	6178.0	661048.0	156552037.0	4978.0	5489.0	4766.0	142511628.0
68.0	4440.0	8141.0	21948.0	8980.0	1239141.0	278049268.0	7283.0	8141.0	7091.0	210136819.0
69.0	7850.0	9568.0	23910.0	10237.0	1090220.0	1911953098.0	8990.0	9568.0	8878.0	701029143.0
70.0	11174.0	7257.0	18027.0	8269.0	1842761.0	356555167.0	5803.0	7257.0	5589.0	205145644.0
71.0	6090.0	3988.0	9263.0	4370.0	1044129.0	193636028.0	3149.0	3988.0	3037.0	112075665.0
72.0	77.0	238.0	614.0	275.0	35528.0	10806985.0	237.0	238.0	237.0	15834063.0
73.0	854.0	867.0	2101.0	936.0	175063.0	52721001.0	765.0	867.0	737.0	44004488.0
29.0	18791.0	57428.0	158488.0	61255.0	25562088.0	5310623036.0	76449.0	57428.0	74857.0	23889464216.0
53.0	37554.0	67417.0	184140.0	73482.0	32015262.0	3076917339.0	67367.0	67417.0	63836.0	2055315084.0
59.0	102050.0	78892.0	190312.0	85314.0	74633865.0	4087162801.0	77570.0	78892.0	73561.0	1034881178.0
74.0	879.0	2591.0	6159.0	2875.0	851799.0	157303619.0	2208.0	2591.0	2072.0	45709056.0
75.0	11949.0	1389.0	4604.0	2418.0	116203.0	373175945.0	29.0	1389.0	29.0	747249491.0
76.0	3027.0	4355.0	13286.0	5660.0	5592604.0	179518536.0	2502.0	4355.0	2438.0	147189743.0
77.0	9093.0	3419.0	7641.0	3684.0	5902719.0	355165636.0	3053.0	3419.0	2773.0	141504525.0
78.0	178.0	318.0	877.0	343.0	253242.0	10305268.0	386.0	318.0	376.0	11574589.0
79.0	24814.0	24178.0	56862.0	27078.0	16403191.0	1525102642.0	18447.0	24178.0	16848.0	397441716.0
80.0	6490.0	12748.0	31166.0	13743.0	4500310.0	603963368.0	9598.0	12748.0	8879.0	201479445.0
81.0	1405.0	2700.0	6453.0	2892.0	540783.0	283895007.0	2394.0	2700.0	2212.0	35075856.0
82.0	153.0	349.0	805.0	417.0	117854.0	18713040.0	449.0	349.0	431.0	6044453.0
83.0	12222.0	3734.0	9077.0	4150.0	13779955.0	419758705.0	2755.0	3734.0	2479.0	455972546.0
84.0	887.0	956.0	2547.0	1028.0	629043.0	45535695.0	1103.0	956.0	1062.0	45274758.0
85.0	21669.0	15169.0	37441.0	16733.0	14886119.0	992331487.0	12610.0	15169.0	11939.0	327946092.0
86.0	1037.0	2251.0	6411.0	2385.0	756983.0	92124888.0	2518.0	2251.0	2415.0	64196553.0
87.0	1408.0	3584.0	9520.0	3811.0	1345191.0	222966139.0	4331.0	3584.0	4162.0	217243020.0
88.0	9245.0	3945.0	9551.0	4343.0	13599526.0	328340995.0	3747.0	3945.0	3504.0	177383741.0
89.0	4536.0	6081.0	17528.0	6612.0	3299383.0	384736201.0	6966.0	6081.0	6731.0	197152790.0
90.0	61.0	184.0	471.0	216.0	116863.0	5976014.0	213.0	184.0	207.0	9654422.0
91.0	55.0	262.0	738.0	290.0	65563.0	8775316.0	319.0	262.0	318.0	10944545.0
92.0	2006.0	1558.0	3907.0	1664.0	1168700.0	94241195.0	1956.0	1558.0	1875.0	98557983.0
93.0	71.0	154.0	407.0	165.0	90570.0	8011887.0	232.0	154.0	230.0	12176202.0
138.0	406.0	2801.0	7071.0	3121.0	183042.0	105878043.0	1242.0	2801.0	1131.0	40038349.0
141.0	1999.0	2541.0	6098.0	2726.0	1231984.0	120371932.0	2059.0	2541.0	1960.0	67751767.0
142.0	1729.0	51.0	128.0	67.0	882721.0	29893956.0	193.0	51.0	193.0	12569709.0
